time	V(out)
8.723604999875539e-003	1.703626e+000
8.739229999875539e-003	1.723403e+000
8.754854999875539e-003	1.726586e+000
8.770479999875539e-003	1.713143e+000
8.786104999875539e-003	1.683203e+000
8.801729999875540e-003	1.637056e+000
8.817354999875540e-003	1.575144e+000
8.832979999875540e-003	1.498063e+000
8.848604999875540e-003	1.406555e+000
8.864229999875540e-003	1.301501e+000
8.879854999875540e-003	1.183911e+000
8.895479999875540e-003	1.054917e+000
8.911104999875540e-003	9.157595e-001
8.926729999875540e-003	7.677792e-001
8.942354999875540e-003	6.124001e-001
8.957979999875540e-003	4.511183e-001
8.973604999875540e-003	2.854870e-001
8.989229999875540e-003	1.171012e-001
9.004854999875540e-003	-5.241853e-002
9.020479999875540e-003	-2.214395e-001
9.036104999875540e-003	-3.883327e-001
9.051729999875540e-003	-5.514904e-001
9.067354999875540e-003	-7.093414e-001
9.082979999875540e-003	-8.603650e-001
9.098604999875540e-003	-1.003106e+000
9.114229999875540e-003	-1.136190e+000
9.129854999875540e-003	-1.258334e+000
9.145479999875540e-003	-1.368362e+000
9.161104999875540e-003	-1.465213e+000
9.176729999875540e-003	-1.547955e+000
9.192354999875540e-003	-1.615790e+000
9.207979999875540e-003	-1.668064e+000
9.223604999875540e-003	-1.704274e+000
9.239229999875540e-003	-1.724071e+000
9.254854999875540e-003	-1.727263e+000
9.270479999875540e-003	-1.713821e+000
9.286104999875540e-003	-1.683872e+000
9.301729999875540e-003	-1.637706e+000
9.317354999875540e-003	-1.575767e+000
9.332979999875540e-003	-1.498652e+000
9.348604999875540e-003	-1.407104e+000
9.364229999875540e-003	-1.302005e+000
9.379854999875540e-003	-1.184367e+000
9.395479999875540e-003	-1.055324e+000
9.411104999875540e-003	-9.161195e-001
9.426729999875540e-003	-7.680942e-001
9.442354999875540e-003	-6.126748e-001
9.457979999875540e-003	-4.513586e-001
9.473604999875540e-003	-2.856995e-001
9.489229999875540e-003	-1.172936e-001
9.504854999875540e-003	5.223586e-002
9.520479999875540e-003	2.212556e-001
9.536104999875540e-003	3.881390e-001
9.551729999875540e-003	5.512787e-001
9.567354999875540e-003	7.091032e-001
9.582979999875540e-003	8.600931e-001
9.598604999875540e-003	1.002795e+000
9.614229999875540e-003	1.135834e+000
9.629854999875540e-003	1.257931e+000
9.645479999875540e-003	1.367911e+000
9.661104999875540e-003	1.464715e+000
9.676729999875540e-003	1.547411e+000
9.692354999875540e-003	1.615206e+000
9.707979999875540e-003	1.667445e+000
9.723604999875540e-003	1.703628e+000
9.739229999875540e-003	1.723405e+000
9.754854999875540e-003	1.726588e+000
9.770479999875540e-003	1.713145e+000
9.786104999875540e-003	1.683205e+000
9.801729999875540e-003	1.637058e+000
9.817354999875540e-003	1.575146e+000
9.832979999875540e-003	1.498065e+000
